image_id,추출한 날짜,정답 날짜,True/False,라벨 상태,난이도,오류 유형,비고
000380,,2026-09-02,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000381,,2027-01-20,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000382,,2026-08-18,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000383,,2026-04-03,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000384,,2026-07-08,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000385,,2026-09-14,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000386,,2026-06-10,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000387,,2027-01-21,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000388,,2026-01-15,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000389,,2026-02-27,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000390,,2028-05-19,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000391,,2026-12-10,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000392,,2026-08-28,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000393,,2027-08-02,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000394,,2026-04-14,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000395,,2026-03-15,,approved,medium,반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000396,,2026-02-27,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000397,,2026-02-19,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000398,,2027-07-30,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000399,,2027-01-31,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000400,,2026-01-11,,approved,medium,제조일자·소비기한 동시;두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000401,,2027-04-12,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000402,,2028-04-19,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000403,,2027-04-01,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000404,,2026-06-10,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000405,,2027-10-15,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000406,,2026-08-27,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000407,,2025-12-01,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000408,,2025-10-09,,approved,hard,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000409,,2027-03-26,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000410,,2027-04-13,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000411,,2026-09-09,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000412,,2026-01-19,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000413,,2027-04-23,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000414,,2026-04-07,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000415,,2026-05-27,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000416,,2026-04-07,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000417,,2026-03-15,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000418,,2026-09-08,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000419,,2026-08-05,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000420,,2025-12-04,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000421,,2026-07-17,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000422,,2026-06-09,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000423,,2026-06-04,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000424,,2026-03-28,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000425,,2025-11-05,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000426,,2026-12-26,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000427,,2027-04-01,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000428,,2026-04-23,,approved,hard,두 자리 연도;다양한 구분자;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000429,,2026-01-04,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000430,,2028-02-01,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000431,,2026-03-17,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000432,,2027-04-29,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000433,,2026-08-05,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000434,,2026-10-28,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000435,,2026-07-14,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000436,,2026-02-12,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000437,,2025-11-19,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000438,,2026-03-19,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000439,,2026-03-18,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000440,,2025-08-13,,approved,medium,두 자리 연도;다양한 구분자;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000441,,2025-12-18,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000442,,2025-11-30,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000443,,2026-04-06,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000444,,2026-07-01,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000445,,2026-07-17,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000446,,2026-04-11,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000447,,2025-11-22,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000448,,2026-08-20,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000449,,2026-01-28,,approved,hard,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000450,,2026-03-11,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000451,,2026-02-27,,approved,medium,제조일자·소비기한 동시;두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000452,,2026-03-25,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000453,,2026-01-26,,approved,medium,제조일자·소비기한 동시;두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000454,,2025-07-15,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000455,,2026-02-10,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000456,,2025-12-26,,approved,hard,제조일자·소비기한 동시;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000457,,2026-06-18,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000458,,2026-07-01,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000459,,2026-04-19,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000460,,2025-12-03,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000461,,2026-11-28,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000462,,2027-05-27,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000463,,2027-02-14,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000464,,2026-03-19,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000465,,2027-07-30,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000466,,2027-06-07,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000467,,2025-03-31,,approved,medium,두 자리 연도;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000468,,2025-06-10,,approved,medium,제조일자·소비기한 동시;다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000469,,2026-07-21,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000470,,2026-08-06,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000471,,2027-04-08,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000472,,2026-01-17,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000473,,2026-03-01,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000474,,2025-06-26,,approved,medium,두 자리 연도;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000475,,2022-11-25,,approved,hard,두 자리 연도;다양한 구분자;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000476,,2026-07-06,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000477,,2026-07-21,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000478,,2026-06-11,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000479,,2026-05-22,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000480,,2026-06-04,,approved,hard,제조일자·소비기한 동시;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000481,,2026-03-09,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000482,,2025-07-31,,approved,hard,두 자리 연도;다양한 구분자;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000483,,2027-04-15,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000484,,2027-11-14,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000485,,2027-09-17,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000486,,NONE,,approved,hard,날짜 없음;반사·흐림·저대비;no_expiry,최종 날짜만 승인; OCR 주석 별도 검수
000487,,2027-12-11,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000488,,2026-02-27,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000489,,2025-05-08,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000490,,2025-11-27,,approved,medium,두 자리 연도;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000491,,2026-09-19,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000492,,2026-03-12,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000493,,2025-06-17,,approved,hard,반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000494,,2025-12-12,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000495,,2026-02-19,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000496,,2027-03-05,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000497,,2026-08-31,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000498,,2026-03-07,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000499,,2026-05-13,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000500,,2026-12-17,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000501,,2026-02-24,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000502,,2026-06-20,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000503,,2026-02-18,,approved,hard,두 자리 연도;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000504,,2026-02-28,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000505,,2026-03-02,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000506,,2026-06-18,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000507,,2026-05-19,,approved,medium,제조일자·소비기한 동시;두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000508,,2026-08-25,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000509,,2026-09-01,,approved,medium,제조일자·소비기한 동시;두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000510,,2026-09-03,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000511,,2026-03-24,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000512,,2026-02-17,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000513,,2026-09-03,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000514,,2026-07-13,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000515,,NONE,,approved,hard,날짜 없음;반사·흐림·저대비;no_expiry,최종 날짜만 승인; OCR 주석 별도 검수
000516,,2026-07-16,,approved,hard,제조일자·소비기한 동시;다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000517,,2026-09-25,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000518,,2026-09-14,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000519,,2026-08-10,,approved,medium,제조일자·소비기한 동시;두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000520,,2026-09-15,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000521,,2026-03-10,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000522,,2026-02-21,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000523,,2026-03-23,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000524,,2026-06-18,,approved,hard,제조일자·소비기한 동시;다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000525,,2027-09-08,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000526,,2026-07-04,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000527,,2025-10-12,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000528,,2026-03-11,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000529,,2026-01-12,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000530,,2026-06-24,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000531,,2026-02-28,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000532,,2026-02-28,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000533,,2026-03-26,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000534,,2027-01-29,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000535,,2026-02-04,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000536,,2026-01-01,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000537,,2025-05-08,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000538,,2026-02-06,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000539,,2027-08-11,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000540,,2026-03-24,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000541,,2026-03-22,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000542,,2027-07-22,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000543,,2026-06-28,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000544,,NONE,,approved,hard,날짜 없음;반사·흐림·저대비;no_expiry,최종 날짜만 승인; OCR 주석 별도 검수
000545,,2027-07-09,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000546,,2026-08-10,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000547,,2026-05-28,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000548,,2026-05-26,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000549,,2027-01-16,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000550,,2026-05-29,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000551,,2026-12-19,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000552,,2026-09-07,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000553,,2022-10-24,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000554,,2027-09-17,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000555,,2027-04-16,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000556,,2026-08-07,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000557,,2026-08-12,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000558,,2025-05-16,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000559,,2027-04-21,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000560,,2027-07-13,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000561,,2028-08-07,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000562,,2025-12-30,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000563,,2026-01-10,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000564,,2026-06-25,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000565,,2025-12-05,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000566,,2026-09-17,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000567,,2025-10-29,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000568,,2026-02-23,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000569,,2025-11-02,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000570,,2026-05-20,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000571,,2024-11-18,,approved,hard,두 자리 연도;다양한 구분자;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000572,,NONE-10-15,,approved,hard,날짜 없음;반사·흐림·저대비;partial_date,최종 날짜만 승인; OCR 주석 별도 검수
000573,,NONE-10-22,,approved,hard,날짜 없음;반사·흐림·저대비;partial_date,최종 날짜만 승인; OCR 주석 별도 검수
000574,,2026-02-24,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000575,,NONE-10-14,,approved,hard,날짜 없음;반사·흐림·저대비;partial_date,최종 날짜만 승인; OCR 주석 별도 검수
000576,,2026-05-21,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000577,,2026-04-20,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000578,,2026-03-04,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000579,,2026-07-10,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000580,,2026-02-28,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000581,,2026-02-25,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000582,,2025-11-21,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000583,,2025-11-23,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000584,,2026-07-15,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000585,,2026-05-16,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000586,,2026-03-14,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000587,,2026-02-07,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000588,,2025-11-28,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000589,,2026-04-02,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000590,,2025-12-05,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000591,,2026-07-27,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000592,,2023-03-26,,approved,hard,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000593,,2022-07-06,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000594,,2026-08-25,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000595,,2026-05-01,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000596,,2026-08-13,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000597,,2026-09-02,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000598,,2026-03-09,,approved,medium,제조일자·소비기한 동시;두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000599,,2026-09-04,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000600,,2026-08-31,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000601,,2026-01-27,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000602,,2026-09-22,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000603,,2026-09-24,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000604,,2026-09-15,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000605,,2028-07-01,,approved,medium,반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000606,,2026-10-01,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000607,,2028-06-23,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000608,,2026-08-13,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000609,,2027-06-11,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000610,,2026-06-04,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000611,,2026-07-20,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000612,,2026-05-07,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000613,,2026-05-28,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000614,,2026-03-07,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000615,,2026-03-24,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000616,,2026-09-10,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000617,,2026-07-11,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000618,,2026-08-26,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000619,,2026-09-15,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000620,,2026-07-06,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000621,,2026-08-25,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000622,,2027-01-22,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000623,,2027-03-10,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000624,,2027-06-15,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000625,,2027-04-01,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000626,,2026-07-01,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000627,,2026-10-06,,approved,hard,날짜 없음;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000628,,2025-02-03,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000629,,2025-09-22,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000630,,2026-03-31,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000631,,2025-11-15,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000632,,2025-12-28,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000633,,2025-12-24,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000634,,2026-02-05,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000635,,2026-02-21,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000636,,2026-03-09,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000637,,2026-06-17,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
