image_id,image_path,fold,group_id,image_sha256
AMLC000259,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000259.jpg,4,sha256:d2d342ba4a5c8200d5a434bb1525b17882884d9fea1e4b6891cd7bab520c83aa,d2d342ba4a5c8200d5a434bb1525b17882884d9fea1e4b6891cd7bab520c83aa
AMLC000260,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000260.jpg,3,sha256:ce5f6bacd85555365832b819aa04e3f10d6b69041d03b1748221333427c2cf00,ce5f6bacd85555365832b819aa04e3f10d6b69041d03b1748221333427c2cf00
AMLC000261,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000261.png,3,sha256:926fa8075ab9dc1ae91178e4a380ebf223deab67654d4016618d69734772d015,926fa8075ab9dc1ae91178e4a380ebf223deab67654d4016618d69734772d015
AMLC000262,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000262.jpg,2,sha256:38a9e8fa2fda23a9e3ef0c25632f0995589516af37b3b4af4d3d593eff6fa34d,38a9e8fa2fda23a9e3ef0c25632f0995589516af37b3b4af4d3d593eff6fa34d
AMLC000263,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000263.jpg,5,sha256:7d5da938dd3685975a52aac22aa931cc1a8f22f2d34064a30db325c3bd4e9315,7d5da938dd3685975a52aac22aa931cc1a8f22f2d34064a30db325c3bd4e9315
AMLC000264,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000264.jpg,1,sha256:276cd1653a8e355121cf44696f806e719bd8397f2efef015966158e54fba4a12,276cd1653a8e355121cf44696f806e719bd8397f2efef015966158e54fba4a12
AMLC000265,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000265.jpg,1,sha256:563d8cab3968acb2ce8cd14f8706ca7674befc1aea52cb7592ccfbfa2d7e5aae,563d8cab3968acb2ce8cd14f8706ca7674befc1aea52cb7592ccfbfa2d7e5aae
AMLC000266,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000266.jpg,2,sha256:c14c9e80b8bf4bd5325cf806b8b33fa32300170f6c8815ccba8cbe4762e99329,c14c9e80b8bf4bd5325cf806b8b33fa32300170f6c8815ccba8cbe4762e99329
AMLC000267,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000267.jpg,1,sha256:fb675a7cda2d5b1528a3f13b29a732141e9a109979317f47b6c63a1830b0a339,fb675a7cda2d5b1528a3f13b29a732141e9a109979317f47b6c63a1830b0a339
AMLC000268,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000268.jpg,4,sha256:028b837e700942ee386037a2bddc60e1f74f1793ad6e56cae044dcb3ea000591,028b837e700942ee386037a2bddc60e1f74f1793ad6e56cae044dcb3ea000591
AMLC000269,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000269.jpg,1,sha256:636679da449f4075834988b43629676bc9575d11c00dda8181e02bf0805468c4,636679da449f4075834988b43629676bc9575d11c00dda8181e02bf0805468c4
AMLC000270,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000270.jpg,1,sha256:fb6ddfa942b17d948a0af31d7b33f7401398c8120d50a7cb7bc93e9cbe06cd7e,fb6ddfa942b17d948a0af31d7b33f7401398c8120d50a7cb7bc93e9cbe06cd7e
AMLC000271,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000271.jpg,2,sha256:1db315867ca4b979cfede075a0ff9a2a801009b5caaacdc84cad16795a02c849,1db315867ca4b979cfede075a0ff9a2a801009b5caaacdc84cad16795a02c849
AMLC000272,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000272.jpg,4,sha256:21fffb183ecf61cdd3393a17030560687316d96bd2afd2f7fe733c05f2d762c6,21fffb183ecf61cdd3393a17030560687316d96bd2afd2f7fe733c05f2d762c6
AMLC000273,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000273.jpg,3,sha256:ad074b20461afc55516c98fab587bd6c61528a4c627099d3b17be5e19a0877cd,ad074b20461afc55516c98fab587bd6c61528a4c627099d3b17be5e19a0877cd
AMLC000274,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000274.jpg,4,sha256:47c27b68f17230c71c20cfe62d76c8a067b39fea7bd5a449eb00e21d59712060,47c27b68f17230c71c20cfe62d76c8a067b39fea7bd5a449eb00e21d59712060
AMLC000275,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000275.jpg,3,sha256:ac640e6765c581c7d566a4dc2a1e92729adabca8114f4014fed22442bd30f063,ac640e6765c581c7d566a4dc2a1e92729adabca8114f4014fed22442bd30f063
AMLC000276,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000276.jpg,4,sha256:492c5c7d997f142ed8cf5db4dda5c16a9023e04bb4b23fdce68ca78e3ba64661,492c5c7d997f142ed8cf5db4dda5c16a9023e04bb4b23fdce68ca78e3ba64661
AMLC000277,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000277.jpg,3,sha256:251acd5171b5836457618a567e420ac48ff85809c3282462b16db7d1b0513eb4,251acd5171b5836457618a567e420ac48ff85809c3282462b16db7d1b0513eb4
AMLC000278,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000278.jpg,2,sha256:90f03dc81eda3c49f3b6a255e841ae0f0e32289975bed67f2349fb78a3e08698,90f03dc81eda3c49f3b6a255e841ae0f0e32289975bed67f2349fb78a3e08698
AMLC000279,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000279.jpg,1,sha256:7df4eeb12ae13d6c53407f3dc272a7258099e757a5f705d6c23ea316b294e27d,7df4eeb12ae13d6c53407f3dc272a7258099e757a5f705d6c23ea316b294e27d
AMLC000280,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000280.jpg,1,sha256:510cb0fad7610aa54a06130ca69e43548ccc1e50d89c2636b40c150243ce1d0d,510cb0fad7610aa54a06130ca69e43548ccc1e50d89c2636b40c150243ce1d0d
AMLC000281,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000281.jpg,3,sha256:6541d10bade2744a084429e758dc825c321bcc9596f9390c1cae3b9f59add826,6541d10bade2744a084429e758dc825c321bcc9596f9390c1cae3b9f59add826
AMLC000282,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000282.jpg,3,sha256:c5b96c5f8467a51264378e7931238ba3dbfc926b137677cd84e6c2bb4faa651d,c5b96c5f8467a51264378e7931238ba3dbfc926b137677cd84e6c2bb4faa651d
AMLC000283,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000283.jpg,2,sha256:20e909afe823886e2267200921098ee6faa63778ec84d72145026466b1b136b4,20e909afe823886e2267200921098ee6faa63778ec84d72145026466b1b136b4
AMLC000284,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000284.jpg,3,sha256:39e3741639aa224dd0d97e3afe9b444f7b3bce90aaa200f9352d73a32b852892,39e3741639aa224dd0d97e3afe9b444f7b3bce90aaa200f9352d73a32b852892
AMLC000285,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000285.jpg,3,sha256:99b141304f31ff2c3214df5bb28cd4c5232c8e0f5d5326c58cfd1e3bfc01cbf5,99b141304f31ff2c3214df5bb28cd4c5232c8e0f5d5326c58cfd1e3bfc01cbf5
AMLC000286,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000286.jpg,2,sha256:3fcb1786b529b99b7af91f8ef066f10ad29c417e2ee28369f68636c0eb349905,3fcb1786b529b99b7af91f8ef066f10ad29c417e2ee28369f68636c0eb349905
AMLC000287,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000287.jpg,2,sha256:58a6fa78de895993ef995d181cc416feae6738985e06fc0d21a51dc66d3abaf7,58a6fa78de895993ef995d181cc416feae6738985e06fc0d21a51dc66d3abaf7
AMLC000288,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000288.jpg,1,sha256:3fff3fc11ba0936bcd5d90aa4a8f096b9e4cac56d707028f2b0a60eac4490741,3fff3fc11ba0936bcd5d90aa4a8f096b9e4cac56d707028f2b0a60eac4490741
AMLC000289,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000289.jpg,4,sha256:eed0282c43987c4f98aa0ad7e26aba5f93eff26b23f6542254ff8e307299b53d,eed0282c43987c4f98aa0ad7e26aba5f93eff26b23f6542254ff8e307299b53d
AMLC000290,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000290.jpg,2,sha256:8b9fa57cb3d974b50b8a040d4b63eea4b553670a8d65fe67edcd1470418116ac,8b9fa57cb3d974b50b8a040d4b63eea4b553670a8d65fe67edcd1470418116ac
AMLC000291,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000291.jpg,4,sha256:c8a14f97fb78d7e9a4bfe54ae82294d2b35a47df8f6cf6703d6a25dbe262c21f,c8a14f97fb78d7e9a4bfe54ae82294d2b35a47df8f6cf6703d6a25dbe262c21f
AMLC000292,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000292.jpg,3,sha256:56d19603edee2fe577fa08454c704789b2751a7f225b6be982e9fa99f179976a,56d19603edee2fe577fa08454c704789b2751a7f225b6be982e9fa99f179976a
AMLC000293,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000293.jpg,2,sha256:716ea2be16946976d57be2ae8c20e97ee6ac4e0b152100ab6432023ebe5d8616,716ea2be16946976d57be2ae8c20e97ee6ac4e0b152100ab6432023ebe5d8616
AMLC000294,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000294.jpg,3,sha256:18316324984fec6c5e49f0e24dc213e502f9584ef2afb89d467c5740c2bca7b8,18316324984fec6c5e49f0e24dc213e502f9584ef2afb89d467c5740c2bca7b8
AMLC000295,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000295.jpg,2,sha256:d940c606817b3c8f14db1c949266381aa3ece9292bcd31e66ec91511eedb8df4,d940c606817b3c8f14db1c949266381aa3ece9292bcd31e66ec91511eedb8df4
AMLC000296,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000296.jpg,1,sha256:5ce5c75d84fa9291ba586c034ff8445a9c01e46249772ad27e0a5b1eef8ca438,5ce5c75d84fa9291ba586c034ff8445a9c01e46249772ad27e0a5b1eef8ca438
AMLC000297,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000297.jpg,2,sha256:da4e1313701d8a811360a8375ac2f67a6f987bbec204569eb11e22ac978043ff,da4e1313701d8a811360a8375ac2f67a6f987bbec204569eb11e22ac978043ff
AMLC000298,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000298.jpg,2,sha256:e407233e1d5f64f54635b2f1c48339d5db38a8f1fbc4f18df896a98fbf3f2ae6,e407233e1d5f64f54635b2f1c48339d5db38a8f1fbc4f18df896a98fbf3f2ae6
AMLC000299,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000299.jpg,1,sha256:00052c3ff602b3bb8062e5bdda0b333add01cbbf979ca55f2d1c6b60bd16b50f,00052c3ff602b3bb8062e5bdda0b333add01cbbf979ca55f2d1c6b60bd16b50f
AMLC000300,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000300.jpg,2,sha256:024b70b24d00aa93bf70fa878f4b0aa71a03afd309b3b2e5eb75811f80f8393a,024b70b24d00aa93bf70fa878f4b0aa71a03afd309b3b2e5eb75811f80f8393a
AMLC000301,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000301.jpg,4,sha256:d5ce03d803a1dc44a46c5258fa8aa8dfb11fc18dc64c8eec4f2e9a0f7a669211,d5ce03d803a1dc44a46c5258fa8aa8dfb11fc18dc64c8eec4f2e9a0f7a669211
AMLC000302,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000302.jpg,2,sha256:4847498cfc33aa4dd6f4d97c3bf39c6399c83a5442b511bfe5fa93efa84591d8,4847498cfc33aa4dd6f4d97c3bf39c6399c83a5442b511bfe5fa93efa84591d8
AMLC000303,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000303.jpg,2,sha256:9a817b3b55e123dc7e88386a5187524ef588a8a91525af9bfaa374e0f0451727,9a817b3b55e123dc7e88386a5187524ef588a8a91525af9bfaa374e0f0451727
AMLC000304,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000304.jpg,1,sha256:d5dcd2409b6111514b82e6e1de1892a9bf334d1a2bc44f041c01098d0f4c6da1,d5dcd2409b6111514b82e6e1de1892a9bf334d1a2bc44f041c01098d0f4c6da1
AMLC000305,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000305.jpg,4,sha256:6f48136b6e7a45df00c888751b0252f4993bf10e2c484499b183062867ff2cd1,6f48136b6e7a45df00c888751b0252f4993bf10e2c484499b183062867ff2cd1
AMLC000306,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000306.jpg,4,sha256:08b23b9203e0c0bdaa09589755c8a0cfac754c701c9f5aea84913773ba02ba45,08b23b9203e0c0bdaa09589755c8a0cfac754c701c9f5aea84913773ba02ba45
AMLC000307,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000307.jpg,4,sha256:1e3946d009171876f1c3ee56c0a4f52707df408469b5ecad036faeea5892e160,1e3946d009171876f1c3ee56c0a4f52707df408469b5ecad036faeea5892e160
AMLC000308,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000308.jpg,3,sha256:5bd5f5eed4d39099c36870f210cb6d402c4df4db5e5b95053e867543c6fe66af,5bd5f5eed4d39099c36870f210cb6d402c4df4db5e5b95053e867543c6fe66af
AMLC000309,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000309.jpg,2,sha256:0d22a24fd08c5ea9fab472bbbeb78055db1f7b1173206ee43c68a63ebe1bec98,0d22a24fd08c5ea9fab472bbbeb78055db1f7b1173206ee43c68a63ebe1bec98
AMLC000310,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000310.jpg,3,sha256:18aee05a2ee6f4a5dffd2530150a3a179b6979742b6c21befd938b703288cce1,18aee05a2ee6f4a5dffd2530150a3a179b6979742b6c21befd938b703288cce1
AMLC000311,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000311.jpg,3,sha256:90810e358364f12b25322a0e4784d1248a349916fda73c3b970e2da7903f42aa,90810e358364f12b25322a0e4784d1248a349916fda73c3b970e2da7903f42aa
AMLC000312,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000312.jpg,2,sha256:6fed147cac49c889c467e1caa21687383bda2095c84c400f032ecc220510fb5e,6fed147cac49c889c467e1caa21687383bda2095c84c400f032ecc220510fb5e
AMLC000313,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000313.jpg,1,sha256:37be93eef4e65346600d00ab80cafb9a2308cd1fc469b21535b4e27ccec1e72e,37be93eef4e65346600d00ab80cafb9a2308cd1fc469b21535b4e27ccec1e72e
AMLC000314,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000314.jpg,1,sha256:acf629e5911309272a41b34721ea89407a5d615f236b56ccbf40c0301d049d13,acf629e5911309272a41b34721ea89407a5d615f236b56ccbf40c0301d049d13
AMLC000315,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000315.jpg,4,sha256:eec9ec1228edcf61bde5a23f175a1f8c651f2773862da88878eeec6d8aa09b3c,eec9ec1228edcf61bde5a23f175a1f8c651f2773862da88878eeec6d8aa09b3c
AMLC000316,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000316.jpg,4,sha256:a1b15bb10249fc603680d02e2dda1e463e59d344f6d104953609369354229750,a1b15bb10249fc603680d02e2dda1e463e59d344f6d104953609369354229750
AMLC000317,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000317.jpg,2,sha256:31a44b5a5f4f64d662ff6bed07b8d1c61e719705820934753b65466b189bf589,31a44b5a5f4f64d662ff6bed07b8d1c61e719705820934753b65466b189bf589
AMLC000318,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000318.jpg,2,sha256:ff3e8974a1501a9ea364718d5a762b6f12e2bceca05268100e910e5737938767,ff3e8974a1501a9ea364718d5a762b6f12e2bceca05268100e910e5737938767
AMLC000319,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000319.jpg,3,sha256:ad7996e1ee14ff86524e113f922aa1174270aae08f72c0df96f3e3db9c199129,ad7996e1ee14ff86524e113f922aa1174270aae08f72c0df96f3e3db9c199129
AMLC000320,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000320.jpg,3,sha256:b1e7da561d234647e8e8f9a0a2215631f4d52a5ebfbd46f0b508c675a78f8bfa,b1e7da561d234647e8e8f9a0a2215631f4d52a5ebfbd46f0b508c675a78f8bfa
AMLC000321,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000321.jpg,1,sha256:8827ef1eddb49ee7f2b1adefb8f5676bbe2ede54c1206db8737ac1bf2005049c,8827ef1eddb49ee7f2b1adefb8f5676bbe2ede54c1206db8737ac1bf2005049c
AMLC000322,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000322.jpg,3,sha256:5d8e7b912e4602f83bb1cbae6c3ffeb5571fbcb6ae62989f6816da7967f9762c,5d8e7b912e4602f83bb1cbae6c3ffeb5571fbcb6ae62989f6816da7967f9762c
AMLC000323,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000323.jpg,2,sha256:3729fafd00a663ca6117e3d5081731a9550ddea02a4810cdac76c615f21966d2,3729fafd00a663ca6117e3d5081731a9550ddea02a4810cdac76c615f21966d2
AMLC000324,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000324.jpg,1,sha256:1be0650efa3cea176d5e8565951d1b08768e6c2edccacf34788d7d732bc9a8a2,1be0650efa3cea176d5e8565951d1b08768e6c2edccacf34788d7d732bc9a8a2
AMLC000325,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000325.jpg,1,sha256:347bfdb4248d921c3091e70e7ea5b94e8fc36e351e1ca8389f0a64667e651197,347bfdb4248d921c3091e70e7ea5b94e8fc36e351e1ca8389f0a64667e651197
AMLC000326,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000326.jpg,4,sha256:97b1b918b2db24c721953f552ccda0c5ed5b2ffff9f1e96aed3321b58d8737ad,97b1b918b2db24c721953f552ccda0c5ed5b2ffff9f1e96aed3321b58d8737ad
AMLC000327,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000327.jpg,1,sha256:3508bc5fb1371ac312332c912e255e21303b3d7e0891a2a95a28203d92e2077c,3508bc5fb1371ac312332c912e255e21303b3d7e0891a2a95a28203d92e2077c
AMLC000328,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000328.jpg,2,sha256:5ef5a569fb1978a7efe9005d7292bb48650d2ecd61ad773bd45cb6e706983709,5ef5a569fb1978a7efe9005d7292bb48650d2ecd61ad773bd45cb6e706983709
AMLC000329,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000329.jpg,3,sha256:6f1855ac5c4a3fdf4aea6be7f5e5e4d9853ba3ff65bd1eb9e4cc715c26219ba0,6f1855ac5c4a3fdf4aea6be7f5e5e4d9853ba3ff65bd1eb9e4cc715c26219ba0
AMLC000330,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000330.jpg,3,sha256:db4e6225068f7f8a2ece9de73300a4589e1585badfcca6615953fccf002b7de4,db4e6225068f7f8a2ece9de73300a4589e1585badfcca6615953fccf002b7de4
AMLC000331,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000331.jpg,3,sha256:5d53edf6f69292127d35230b788ebadb50c7c2509a52584fae7b27058ad7f3d4,5d53edf6f69292127d35230b788ebadb50c7c2509a52584fae7b27058ad7f3d4
AMLC000332,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000332.jpg,1,sha256:38e2af2c4cf8738d393fa8d659aadd0f57248eb86d005d761740aa54ffd020a5,38e2af2c4cf8738d393fa8d659aadd0f57248eb86d005d761740aa54ffd020a5
AMLC000333,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000333.jpg,3,sha256:54bfa5d5352a2ebb0dfd0397786eee198cbb858be0df2d6dfeb8f66e4aae03b0,54bfa5d5352a2ebb0dfd0397786eee198cbb858be0df2d6dfeb8f66e4aae03b0
AMLC000334,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000334.jpg,2,sha256:e91b5463238b459bb27851fc1f60195a81c7ca6acd081d7d4c6801aed846d7d2,e91b5463238b459bb27851fc1f60195a81c7ca6acd081d7d4c6801aed846d7d2
AMLC000335,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000335.jpg,2,sha256:24b224ba5bc244f179ec068fc8997981ddd74e85cf5fccac64bebcc175180549,24b224ba5bc244f179ec068fc8997981ddd74e85cf5fccac64bebcc175180549
AMLC000336,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000336.jpg,1,sha256:58678a06859b765d2e248e987abebed6fcf862b5069ddf396064aaeb9bdb1390,58678a06859b765d2e248e987abebed6fcf862b5069ddf396064aaeb9bdb1390
AMLC000337,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000337.jpg,4,sha256:184d807344df91e0609bb563ecdd3aeb3d9ef0acda41df6900692f1e8972cca2,184d807344df91e0609bb563ecdd3aeb3d9ef0acda41df6900692f1e8972cca2
AMLC000338,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000338.jpg,3,sha256:5f4bd13da883625daa0c8fcfc05422a2b3f6e4614a09327d17a7d14e1ef7530e,5f4bd13da883625daa0c8fcfc05422a2b3f6e4614a09327d17a7d14e1ef7530e
AMLC000339,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000339.jpg,4,sha256:d0663077a2e2f6a750d83228a370069412f7f8f9806687dbdbed942839604742,d0663077a2e2f6a750d83228a370069412f7f8f9806687dbdbed942839604742
AMLC000340,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000340.jpg,4,sha256:1b7470f1371c21cdf2ecc58febdf826dafc83b4e10c0b1695b5db3a7636ec383,1b7470f1371c21cdf2ecc58febdf826dafc83b4e10c0b1695b5db3a7636ec383
AMLC000341,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000341.jpg,2,sha256:ed70df6ee0f63286541c8c742cb161f9081cf8bb8931dc8bb2ac97628ac6e74e,ed70df6ee0f63286541c8c742cb161f9081cf8bb8931dc8bb2ac97628ac6e74e
AMLC000342,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000342.jpg,2,sha256:d44185518aa6c756873136d5bd8a374f1c4269420096933b17c64caa65af4b0f,d44185518aa6c756873136d5bd8a374f1c4269420096933b17c64caa65af4b0f
AMLC000343,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000343.jpg,4,sha256:77d1cdd21180e467048f2d2ef5ca149fbc0b1b7f24d1c4f1119b69cc5d21fbcb,77d1cdd21180e467048f2d2ef5ca149fbc0b1b7f24d1c4f1119b69cc5d21fbcb
AMLC000344,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000344.jpg,3,sha256:a8d17041c72bc8fe9619e4c1faefd59fc41cbe2cc953f45bfe33b9c294c13e93,a8d17041c72bc8fe9619e4c1faefd59fc41cbe2cc953f45bfe33b9c294c13e93
AMLC000345,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000345.jpg,3,sha256:9f5a34cf0c7edb5c8ae8b7356f73906d46b600b52ea086494cb230e6fd5d99dd,9f5a34cf0c7edb5c8ae8b7356f73906d46b600b52ea086494cb230e6fd5d99dd
AMLC000346,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000346.jpg,4,sha256:ecaa2c5ba4a0903674482e6e1387478a528a47f6ef21006618aca0702b3fa249,ecaa2c5ba4a0903674482e6e1387478a528a47f6ef21006618aca0702b3fa249
AMLC000347,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000347.jpg,2,sha256:b6e5deaa427df1bd93108b5bda9616498bc12bfb5ab5582f205b781bef666990,b6e5deaa427df1bd93108b5bda9616498bc12bfb5ab5582f205b781bef666990
AMLC000348,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000348.jpg,1,sha256:37ff1989497348f354ea0a8646540052986c70a70c82fbce84072738fe552e56,37ff1989497348f354ea0a8646540052986c70a70c82fbce84072738fe552e56
AMLC000349,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000349.jpg,2,sha256:ddd542373446712540993513147f9898f2d5b01fd5fe816acd26911469cfe492,ddd542373446712540993513147f9898f2d5b01fd5fe816acd26911469cfe492
AMLC000350,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000350.jpg,1,sha256:49e26f0fcf037fd4cfc1d5137d56452cc6a40a601ee3f549e3b680cb5d42afa4,49e26f0fcf037fd4cfc1d5137d56452cc6a40a601ee3f549e3b680cb5d42afa4
AMLC000351,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000351.jpg,4,sha256:a1e4da72beb0620ecc981499037c4b3ed32affe979955ff7f65c85f6301470d2,a1e4da72beb0620ecc981499037c4b3ed32affe979955ff7f65c85f6301470d2
AMLC000352,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000352.jpg,4,sha256:f7038b666a30567e3d63d8dd500d6fdb78ec67f65a6af3d05aefd0a9c054f664,f7038b666a30567e3d63d8dd500d6fdb78ec67f65a6af3d05aefd0a9c054f664
AMLC000353,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000353.jpg,2,sha256:b0ae3c1cd35ca550ee097343e9d3c3fd889b90bd1da56dec8b202fac51017ab5,b0ae3c1cd35ca550ee097343e9d3c3fd889b90bd1da56dec8b202fac51017ab5
AMLC000354,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000354.jpg,2,sha256:7ff383c0b94e2714b2574a08c5ede2d6f62a102b07b7644d8921831de358ad01,7ff383c0b94e2714b2574a08c5ede2d6f62a102b07b7644d8921831de358ad01
AMLC000355,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000355.jpg,5,sha256:04a9d5db2c1869622e38d9edb519fa03c66cc766cb05a63fd3dd2a006eea93dc,04a9d5db2c1869622e38d9edb519fa03c66cc766cb05a63fd3dd2a006eea93dc
AMLC000356,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000356.jpg,2,sha256:7adaaafedd6449ca8efdac203cedf681e9905f5eb523a08b540ece144e33192c,7adaaafedd6449ca8efdac203cedf681e9905f5eb523a08b540ece144e33192c
AMLC000357,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000357.jpg,5,sha256:be6942f8c1809873151b045ca581abc591db61c576351eb153dd69713107d3f4,be6942f8c1809873151b045ca581abc591db61c576351eb153dd69713107d3f4
AMLC000358,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000358.jpg,1,sha256:011f87aa2e03d060bb0533896d37cb96e75f2a9ca77e6f45272d8c48f68bf7ff,011f87aa2e03d060bb0533896d37cb96e75f2a9ca77e6f45272d8c48f68bf7ff
AMLC000359,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000359.jpg,4,sha256:f2a401dcad81640323ee4c081bc7281229129d3720e5fcbb05e018caf0920f0f,f2a401dcad81640323ee4c081bc7281229129d3720e5fcbb05e018caf0920f0f
AMLC000360,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000360.jpg,2,sha256:9817f05331dbb791675a777deb24c3fc1cfe950615da98b1acccfa232adbc239,9817f05331dbb791675a777deb24c3fc1cfe950615da98b1acccfa232adbc239
AMLC000361,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000361.jpg,4,sha256:03683cb5ea3c144d4410295e668dae3c1ced184d1fa4235aea81d04a005bee7e,03683cb5ea3c144d4410295e668dae3c1ced184d1fa4235aea81d04a005bee7e
AMLC000362,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000362.jpg,2,sha256:68c5ab29a89ba4eb64d03004313dac9f770a86097c9293f1450d43697b4dc388,68c5ab29a89ba4eb64d03004313dac9f770a86097c9293f1450d43697b4dc388
AMLC000363,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000363.jpg,3,sha256:a7a8742b2bd9b87d0ae65e7757d245347167ce086359257572643a0e1f148212,a7a8742b2bd9b87d0ae65e7757d245347167ce086359257572643a0e1f148212
