new_filename,dataset,split,original_archive,original_path,original_filename,width,height,sha256,license,source_url
005846.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00727.jpg,img_00727.jpg,641,400,c2f1c23b3dfee2542a3c85faee046b79df531dd82045904ac675b6c51c918eac,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005847.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00728.jpg,img_00728.jpg,757,453,e84901104573b827894e6cd5713f856c70916506c428bd7263c32cd629933c67,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005848.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00729.jpg,img_00729.jpg,596,400,9eb56612665bb59f6055febf52c62e544a418aba212a6aeaebe3bf9cf84c1dec,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005849.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00730.jpg,img_00730.jpg,512,382,c601075fb739bd60eafc39d8c5c62e5a91627b8907b7d6866c052b9bb933c3ac,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005850.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00731.jpg,img_00731.jpg,1500,1125,d1a216906a4248d8db1a87a3e3c7f560e20260a5777548b2e6ff33e13b64b19d,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005851.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00732.jpg,img_00732.jpg,1328,2000,bcd6d2068ffd1a63a9251114b2f192bcb14fb0c8a5384116f27a9afd16041881,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005852.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00733.jpg,img_00733.jpg,800,1067,4c4efe1379a5bc5e3561082f05e6fd42121a9f9d9f0bc257b3da97456faf4016,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005853.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00734.jpg,img_00734.jpg,1200,1800,00f7b042440a3b30a1664c8b9e3d1cd6a63f4e8182a5769c205cf66ec1495b1e,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005854.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00735.jpg,img_00735.jpg,1200,1200,ef4e9f79d139459c71985c84ff73cc954d4ccca96952cd69cb0a1669d786aa4a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005855.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00736.jpg,img_00736.jpg,1512,2016,5255a57f3cfa5783daa8d41dc3922c08b3d9ccb8424f26633346761466e87df6,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005856.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00737.jpg,img_00737.jpg,1140,560,f3a1e50b606c3a4f95da73331a3450290c93c89bfea1fe6527597e743ab73522,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005857.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00738.jpg,img_00738.jpg,2560,1440,f43455fbc3eec5c5daae2ca6656a4cead4e786c4f30935d7685c84ec63752c0d,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005858.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00739.jpg,img_00739.jpg,686,263,8c88f08e81c29a25181ecf8794f9b2e871f72c9cb5c5ff0af7911df89469989d,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005859.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00740.jpg,img_00740.jpg,707,636,be0b1a332d443ed734358eff60f1a17c1dd2ae9ee6b1798bcaf2e17b6c5f246d,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005860.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00741.jpg,img_00741.jpg,1856,1497,752f594fa05c752f9d172b2a2bc1b1fda6184a445c70567632001860f217380d,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005861.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00742.jpg,img_00742.jpg,1136,1822,e948bdf20df758713b1be9075f6b1c55bd001cc526947d2cbeb30468ac863187,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005862.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00743.jpg,img_00743.jpg,471,397,0e8d933048bbccdc88db22ba96f13a09740a9e8aa53bf1d609defbc7898901f6,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005863.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00744.jpg,img_00744.jpg,534,376,0ff79454497f6c1fc7a2518e1cfcc5726dddc5bf9d23ed701a44b4413a97ea15,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005864.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00745.jpg,img_00745.jpg,370,379,e3c8b0bcd49631671746671a4a028b5c31c2f8ab1aeece8bb5c3f01ad75a725b,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005865.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00746.jpg,img_00746.jpg,812,747,67dac16776fbe0032531fa5ffed746d1579ce3c12745c2211e07e708ee8a6a51,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005866.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00747.jpg,img_00747.jpg,1800,1350,99e6f0335e48be3d88de1e317f5cf312c5ac98f4d90067e6153f9d2cc41bcd32,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005867.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00748.jpg,img_00748.jpg,670,467,f49983bee176765324357958fdddc8b3f75bf639809b222fd8b303b5ff93d9c8,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005868.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00749.jpg,img_00749.jpg,750,563,443d339cef2cf04bbdfb57bf14c391f70e2d6526f2f8b2104bf1b567f89933ee,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005869.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00750.jpg,img_00750.jpg,1254,1189,3415a404d3b4f039c54db6a04f4734f1f90a4ff1b90ef03b1ed98835ce32cbfa,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005870.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00751.jpg,img_00751.jpg,2000,2000,ab478c6564fe6f01ea0ef23cf694a0236642f378fee6ec552d15cabe60db5a0a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005871.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00752.jpg,img_00752.jpg,1068,1129,69900ad43ff1c4bdfe6426320ff7690acca10da62c283167aecc4ab0107ff43e,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005872.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00753.jpg,img_00753.jpg,800,598,cc866de829721820aaed2bd1d9d085955944a0ed96effb27932a07ddb0f14668,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005873.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00754.jpg,img_00754.jpg,1100,1100,c7852c289c1695f50e0d6d225c3f8bcc88b83e773225c4b1217c011ddb36ecd5,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005874.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00755.jpg,img_00755.jpg,1342,677,9fba657d9fd41021c7e130ddba76167247a3885f56da743d92875e99e2d1538d,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005875.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00756.jpg,img_00756.jpg,467,279,ada46611934ebf4978b5c02cb170c7eddc0aea65187e4f913562e0825a2308de,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005876.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00757.jpg,img_00757.jpg,343,158,90d7f07814b4eb7c11cf66d2eed88628627403236ccd64fb43f1a782e0a23f30,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005877.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00758.jpg,img_00758.jpg,600,450,03973399181285047eee88a4114045f959ede3f5988758524263e915257a6c52,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005878.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00759.jpg,img_00759.jpg,952,1375,275f153ca7ff5d5bb3f5866c0695e70ed2c752d037fce8b375b17521e9f3a097,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005879.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00760.jpg,img_00760.jpg,652,469,cba7cdf6fd29a555c34251d35d1e77e1f0119cf56cffd6644af649c80f327b12,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005880.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00761.jpg,img_00761.jpg,897,888,8d139f8b84e831f8e1af8669b54fd27216e6b6c16d37efa6405a9a2f671c3719,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005881.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00762.jpg,img_00762.jpg,667,759,d3c12214f686c83e2f175a2b3148e323b017a7e27e2dbeb7f7d330bd3414af46,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005882.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00763.jpg,img_00763.jpg,328,246,a49ffa7764e1b45f7231a46a2d70af65456a1e69d899517d399ba0171f1ecf50,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005883.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00764.jpg,img_00764.jpg,1084,896,6b0dc9df68d3b31808fb12e2781c91f15c086b56d8a56be3194fa65c333f90a8,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005884.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00765.jpg,img_00765.jpg,1092,622,7475c9fddfd02ce66c26507595364e7c8f2eacfbd21d3d8166cbc37e6ab4c457,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005885.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00766.jpg,img_00766.jpg,652,301,4761d85923561c678005516958375f95f0e2d6c779a6c5ee6f2b7f7b23f6e805,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005886.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00767.jpg,img_00767.jpg,632,377,2bb31c41c5f17d4170f2e08bb121c3d9b0ff829fe70986109af5c48eab96127e,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005887.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00768.jpg,img_00768.jpg,1772,1772,3ef38cc05ce484ecead8c5773eed8631cc49eacfbfffcb8e1833bcb77e7291c2,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005888.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00769.jpg,img_00769.jpg,798,823,323fd4d8d55d910198e5b323ede8fbe3605c53e728b9e3daa0bb8de9f12b675d,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005889.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00770.jpg,img_00770.jpg,360,262,f919af36db480210ca558e95f7e2ee4bb33ea1a9a1af785402173b574fec6afe,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005890.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00771.jpg,img_00771.jpg,375,500,b11b117436de2ca52a89923ae8a4a2456821bfc6dbcb080850ae6fa9aa7faa7f,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005891.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00772.jpg,img_00772.jpg,855,489,9577318af7f876ef61be4545da5fb1854e360b9f14d1b66142654cd9081ecdf6,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005892.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00773.jpg,img_00773.jpg,542,777,361b8cbf580ce9cb279e7128df47fa145e28c5634f0dd3964bc7965fe8394342,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005893.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00774.jpg,img_00774.jpg,640,480,479b25b34d429f1304b09e183ed7e37513618dd6e01baa5160e504ef1d48fb4a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005894.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00775.jpg,img_00775.jpg,494,462,74d837ebdbccd6fe36de57572505ca4f3a51b716409455ce5b519251b4b81a1a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005895.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00776.jpg,img_00776.jpg,563,422,9c417d722f7e7fd12f5c390ed6c9c46dc6bae1954374eff0d182df3bbe4abadd,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005896.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00777.jpg,img_00777.jpg,627,640,6742ab014f552414554f064674c4be2cc594d421e89c881db72de5060aaf5cb3,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005897.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00778.jpg,img_00778.jpg,1615,1433,7ae3b754be0fd0bbff96869fa2f64ce154a0dcca4d87f3dc0b4dd7173dd3c642,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005898.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00779.jpg,img_00779.jpg,874,500,e8c5d3074b8641c465ba852242dfac483a1a7a079e5713a529b1ef894ef35eb5,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005899.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00780.jpg,img_00780.jpg,616,660,2169bf162edd56eb04e98ad984658b566c27b25efb3f3578535f33dfc56db9ea,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005900.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00781.jpg,img_00781.jpg,483,496,ce259456eb2847b0edf7cd36d44f72a3806245d5a3d40e6f4d769a61964c5a74,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005901.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00782.jpg,img_00782.jpg,696,305,ffdfaac786ca684e1cc95ff68533fb5eaf0c3430fe162cb0787ca695598bd8be,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005902.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00783.jpg,img_00783.jpg,1000,750,7d154a81e9168b4487e8aec913ad808e6edf3642560737e4600feb6a62c397fb,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005903.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00784.jpg,img_00784.jpg,1390,2000,be120c8a355f24dc8a2abf6c3d0cc8414dfdeedca43b3dc9fc77f274e90fd4e1,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005904.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00785.jpg,img_00785.jpg,410,361,94d3aaf8cd5780ee96b5b2b2b579491906a8d3c52412edcc944a45729f84c5e9,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005905.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00786.jpg,img_00786.jpg,775,678,c57c3ff99d834fffefcb3643e03b529c5d2be2186f220f9a6bbc5a6b12049681,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005906.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00787.jpg,img_00787.jpg,1600,1196,b8306a859cbc4cde565692c2f172605ce60a2899598120e05ec4fafb1dba8c03,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005907.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00788.jpg,img_00788.jpg,2048,1366,c2092e80c4ec137850632b7986fe4cc125951ef199b66db078ab256a48529d91,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005908.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00789.jpg,img_00789.jpg,2250,1200,d38f87a07803b91848d9a6d8f505d96fa95b367bc26f554c21b4eeb63c9c3291,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005909.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00790.jpg,img_00790.jpg,2400,1800,821871cc9a0c71fa30dd687c6551b60a6b72ffcbeb8d20d2a5a8489916abe5bd,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005910.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00791.jpg,img_00791.jpg,1868,1401,006a4361fbe884854c719f8b3060cccd7c0df18e8a3a3745c7a6e8742ef67c45,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005911.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00792.jpg,img_00792.jpg,427,308,80a7d259a51713c46e65f2e9fc48f563da3261084740f79491b91abd8a95859a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005912.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00793.jpg,img_00793.jpg,1461,1461,e6b492585f338dc70dc9f8d8eedb5ceded6c53bdb6ee1eb935c8b49231b5ef0d,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005913.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00794.jpg,img_00794.jpg,673,661,445c09c5b3b18203149e3839c55bcd7e35e76b525ccbee513faad8d0c4953006,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005914.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00795.jpg,img_00795.jpg,1129,1280,49925a20a2e72a58cfedac9f06459573d47e7854f3ee035fb7b80767c9300a00,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005915.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00796.jpg,img_00796.jpg,880,805,977124c6a7fef854eeaf102cfe365411a891a1226d8c48ee832c60bd163143ed,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005916.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00797.jpg,img_00797.jpg,2600,1904,fa313edc0ab36f0aa6c78c0632a5de48113f9a024eaa1f82a63c3e46379231a9,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005917.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00798.jpg,img_00798.jpg,750,500,e043d2bedad956098ec18186b09bb7c068d30086f056e4ab56f06bbc5718f892,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005918.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00799.jpg,img_00799.jpg,720,960,2fd0a51fbb90cc33f05fe93c9a33d34167a4d0516bc1b92f69ecea0f976b74e0,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005919.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00800.jpg,img_00800.jpg,331,242,3e052b0f27233a759f40fb4509a8cb2ec91297c18f6f1dfdab57c9e868d0bb0a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005920.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00801.jpg,img_00801.jpg,1000,750,cfb6a46fec578309e43c9eff70cb7b14a8f225134fef1f38b87340adae58bae3,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005921.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00802.jpg,img_00802.jpg,411,228,ca8eb386a2e77faf40b886ecca44ae01dde3014b00d06381f61b09618d9d203d,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005922.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00803.jpg,img_00803.jpg,1939,1454,ec2c47664d980882be96a33c1677db81d666a32a4916ca03069a199ea809f7ae,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005923.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00804.jpg,img_00804.jpg,553,244,f2297f086b75a724298f5a8f50586a9f4adcc403de7c82cc2528b05d0d35b2ba,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005924.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00805.jpg,img_00805.jpg,202,167,82da0df37e3bfaffa9e6845bd000d945bf55f981a42d63017c339e6e71b7a14a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005925.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00806.jpg,img_00806.jpg,2657,3542,0113eb2833367b8af2de884a2417b54ed5dd94f77d174d47f31f684597b39fb3,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005926.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00807.jpg,img_00807.jpg,650,323,e87505d14bce966b644b817ac5a60a0d89512664738bcd3eb61fadff4ca9f7bc,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005927.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00808.jpg,img_00808.jpg,445,354,a349433af4d1a199b129d2ff256ba62ed573bd76c54e3d128e0798b1ebdad1ea,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005928.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00809.jpg,img_00809.jpg,528,316,f9396debce905704e60a502d8587c73b2f68c935f0ddedd60d168d0a791cea2e,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005929.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00810.jpg,img_00810.jpg,827,888,1c2380ca48a50a6e7ad134540641dbe74a06c944c7e4e9de3b864c83ef45823f,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005930.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00811.jpg,img_00811.jpg,480,567,c8f67fe3224225de494daae16cc345cfc6a2973db344b827ed3b9dffbe3abb96,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005931.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00812.jpg,img_00812.jpg,518,449,8263b1de046ebfd3bb121dc5459ef95f9b1380b7d698d8f55dcc2041643a5a9f,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005932.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00813.jpg,img_00813.jpg,337,493,13e4a73e9bef5df11a2ba85609c7d95d18472f457398f4d4500df57d57aa59f7,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005933.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00814.jpg,img_00814.jpg,897,888,d907c684423d405989a4acbc20a6a08d25e82e006b93b5f36c4849658f684c84,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005934.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00815.jpg,img_00815.jpg,1200,630,cba0b3278fe5e9091cdcc2f854c904863327678a59e15498debcc5d470daa0e6,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005935.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00816.jpg,img_00816.jpg,2400,1350,94eb15c3d050bfa6e9597f44b6837809e2777a2abe2a74e5dd1914d9b43ab227,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005936.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00817.jpg,img_00817.jpg,1000,750,a8670c95e9577f9635eb8b3babba08fb8e95a5de4b55fa4db8ba8c27e7c3b392,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005937.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00818.jpg,img_00818.jpg,649,519,eb40c36e3aa225e0d51aa34fe5ac3f3c3caf4657c728d2c994a7edd5f805e4ac,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005938.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00819.jpg,img_00819.jpg,3024,4032,cc9be9fccff13d2c298c6f752d2d7b10953ef863c1f0961dc538bf8808209dd0,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005939.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00820.jpg,img_00820.jpg,384,286,8a52123df7194ff8aba408e8a08bf12b2cffa4ec29e28d18810df5b32065d4a8,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005940.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00821.jpg,img_00821.jpg,480,567,75ce0e6b47cddd79623bc83d49149466db7ff9947a07f4e58ac8d627b5b8332c,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005941.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00822.jpg,img_00822.jpg,750,563,2ee5c036a16bc181f3dec844d6210e9865443bc351380b4a224c5210bbf0aa61,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005942.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00823.jpg,img_00823.jpg,898,673,a1cceee5720ec95f58e0b866c3d43833c9a2827b9cb8ef8b5b0efa5a9df43c9a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005943.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00824.jpg,img_00824.jpg,566,566,33e09bb81fe5ef1b1246b1d9518fc9fd06e1d8195926a4739207aa054415a3f4,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005944.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00825.jpg,img_00825.jpg,687,594,1e201d0189364a2e999bb28d03ba1caa493820be4e9412c2a79a6790fdae4cfc,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005945.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00826.jpg,img_00826.jpg,1650,1100,74ddd2e2ab43ad3aedb27467b5fd50a15ae12400df9a013f23157dee9bce8ecc,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005946.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00827.jpg,img_00827.jpg,2400,1600,329b95d57928bbdc5ead13ad175d6dc6dfe82e9f21f1b1cbab5fca1ecfab81f5,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
005947.jpg,ExpDate,synthetic_train,Products-Synth.zip,Products-Synth/images/img_00828.jpg,img_00828.jpg,2600,1904,37da2f4ee3a8ed1476fa74ec3a96458d8022626adf7c0343f99550587a857d8c,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
